country,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR
1999-04,-8.9,-6.0,7.0,-19.1,25.3,6.1,-5.4,-7.5,6.3,-4.6,23.1,-17.66059,-24.8,19.0,-30.63108,-3.350697,-32.1,-16.0,-44.2,-13.5,10.2,35.3,8.8,19.7,7.1,0.2,-3.2,14.9
1999-05,-4.8,-11.3,1.7,-24.2,25.7,9.5,-1.6,-4.5,12.2,2.4,21.4,-5.518171,-24.8,15.0,-23.05107,21.49656,-11.8,-19.1,-41.7,-13.5,9.9,35.2,8.1,19.7,9.2,-0.4,-5.5,22.6
1999-06,-0.9,-13.0,2.5,-28.5,26.4,6.8,-3.7,-6.3,0.1,4.9,21.9,-11.55185,-24.7,16.0,-27.19901,8.543461,-15.1,-12.5,-42.7,-13.5,10.9,35.6,10.7,19.7,6.8,0.1,-3.9,16.7
1999-07,-3.4,-6.2,8.6,-20.9,22.6,26.4,2.6,3.8,6.3,-4.3,17.7,-15.77206,-22.4,19.0,-25.13412,-3.182071,-17.0,-16.3,-35.2,4.5,20.0,35.6,19.9,25.7,14.3,-0.3,-6.6,17.7
1999-08,3.1,-7.9,2.6,-18.3,22.7,15.5,-7.0,-4.7,21.8,22.4,22.6,-6.850367,-22.3,13.0,-23.5394,15.9883,-10.9,-11.5,-33.4,4.5,18.2,34.8,15.5,25.7,13.2,1.4,-1.0,15.6
1999-09,-0.3,-8.8,0.2,-17.7,26.7,24.4,7.2,3.5,21.1,14.8,21.3,-1.579621,-22.2,8.0,-13.62766,16.8888,-10.7,-11.4,-28.1,4.5,19.4,34.0,19.8,25.7,14.4,-0.5,-6.0,22.7
1999-10,3.9,-7.4,2.4,-17.1,24.1,12.6,-6.2,-4.1,0.3,5.9,18.7,-2.707953,-13.3,12.0,-11.64133,15.51747,-7.2,-10.6,-19.7,14.5,24.5,39.1,20.0,27.7,13.4,1.5,-0.8,15.2
1999-11,1.8,-7.6,2.5,-17.6,25.8,18.2,-6.0,-3.6,18.6,15.8,22.9,-4.376279,-12.9,9.0,-15.45322,11.32438,-4.8,-6.0,-26.7,14.5,23.9,40.2,17.0,27.7,13.6,-0.2,-5.8,23.6
1999-12,-4.9,-9.0,4.0,-22.0,27.5,27.9,-9.5,0.8,8.4,-6.3,16.0,-2.256711,-12.6,9.0,-16.71905,18.94892,5.7,-11.9,-26.6,14.5,24.8,39.6,20.3,27.7,13.6,3.5,0.5,17.1
2000-01,-1.3,-6.9,3.9,-17.7,25.7,18.0,3.5,0.4,9.8,3.1,20.3,-2.744717,-11.3,8.0,-12.22711,11.99295,8.2,-8.1,-20.6,12.5,22.4,35.8,18.9,23.7,13.5,3.2,-1.0,17.9
2000-02,-7.6,-11.1,-2.0,-20.1,24.2,29.1,-3.4,3.2,13.1,16.6,16.1,-5.151341,-10.9,9.0,-13.1371,6.683076,3.6,-5.8,-15.6,12.5,19.9,30.9,16.4,23.7,14.6,1.3,-5.5,23.0
2000-03,-2.9,-4.5,6.0,-15.1,26.3,19.8,-6.7,-2.4,21.9,15.1,20.3,-6.168237,-10.8,13.0,-18.63333,13.12862,6.4,-12.9,-18.5,12.5,21.7,31.3,21.1,23.7,13.6,-0.8,-7.8,20.3
2000-04,-5.0,-7.9,2.5,-18.4,26.6,22.0,2.3,-0.7,17.2,9.9,26.3,-10.97479,-12.9,14.0,-17.59795,-1.326424,6.2,-12.5,-10.3,17.5,20.9,10.2,34.8,-0.3,21.0,-1.6,-12.1,18.7
2000-05,-3.2,-9.3,5.6,-24.3,29.2,20.0,1.1,0.2,12.7,11.6,20.7,-9.815079,-12.9,8.0,-12.00479,-9.440447,6.9,-15.9,-15.0,17.5,20.6,10.2,34.1,-0.3,19.5,-0.6,-11.1,23.4
2000-06,-5.2,-4.3,8.7,-17.4,25.2,28.1,-2.3,1.3,17.2,4.5,21.8,-12.89977,-12.8,10.0,-20.2331,-8.466228,2.6,-13.8,-30.2,17.5,21.6,10.6,36.7,-0.3,20.7,-1.5,-11.2,20.9
2000-07,-4.6,-7.3,4.5,-19.1,22.9,11.9,-14.9,-8.5,17.7,4.8,22.3,-8.808457,-11.1,12.0,-18.18669,3.761319,-3.2,-10.2,-24.5,-2.5,13.6,32.6,10.9,22.7,15.3,-1.8,-13.8,24.8
2000-08,-7.2,-5.5,7.2,-18.2,27.1,20.0,-17.7,-4.5,15.6,3.3,15.9,-11.20555,-11.1,16.0,-18.58815,0.9715042,0.1,-11.3,-17.7,-2.5,11.9,31.7,6.5,22.7,15.4,0.3,-8.6,22.4
2000-09,-8.0,-5.3,6.7,-17.3,29.3,25.7,-6.4,2.2,11.1,2.5,12.9,-7.261125,-12.0,12.0,-14.62535,4.84198,0.6,-14.4,-20.9,-2.5,13.1,31.0,10.8,22.7,15.0,-4.9,-15.7,28.6
2000-10,-5.0,-6.7,4.0,-17.4,29.2,33.5,-11.8,0.8,20.9,11.8,19.2,-5.016445,-1.9,10.0,-11.58953,6.540198,1.6,-10.6,-23.5,4.5,18.9,37.1,15.0,22.7,11.6,0.2,-6.9,28.2
2000-11,-1.6,-4.0,7.9,-16.0,28.7,11.3,-3.0,-1.6,4.9,-3.1,13.1,-7.034204,-1.6,11.0,-16.46394,6.361324,2.6,-10.6,-12.9,4.5,18.2,38.3,11.9,22.7,11.4,-0.6,-10.0,29.7
2000-12,0.6,-6.8,6.1,-19.6,25.1,35.5,2.4,7.4,9.8,17.0,15.6,0.7585054,-1.4,11.0,-3.737713,17.01323,-2.8,-5.6,-5.7,4.5,19.1,37.7,15.3,22.7,10.9,1.7,-5.8,24.8
2001-01,0.2,-2.2,8.2,-12.6,32.6,33.4,9.4,10.7,22.2,26.7,10.8,-0.7681314,-10.0,9.0,-8.241932,14.93754,-0.3,0.3,-0.2,6.5,20.1,34.9,18.9,24.7,9.3,1.1,-6.3,23.7
2001-02,-1.8,-3.9,5.8,-13.6,32.0,36.6,18.7,12.9,9.6,23.0,16.6,-10.4872,-10.3,19.0,-18.12271,5.661099,-6.1,-10.4,-11.7,6.5,17.6,29.9,16.3,24.7,8.9,0.8,-8.8,22.7
2001-03,0.6,-5.1,3.6,-13.8,28.9,31.3,16.3,11.6,7.2,35.4,13.0,-15.47394,-10.5,20.0,-25.58994,-0.8318685,-0.6,-12.6,-19.9,4.5,15.7,26.3,16.2,22.7,9.6,2.1,-5.8,30.2
2001-04,-0.3,-7.0,0.5,-14.6,29.6,22.8,21.4,11.4,7.2,29.0,9.9,-13.63202,-13.2,12.0,-24.57238,-4.323696,0.3,-10.9,-19.4,-0.5,11.5,25.2,9.9,22.7,8.0,0.6,-10.8,28.9
2001-05,0.5,-4.0,5.3,-13.3,33.6,28.5,30.3,16.4,6.8,30.2,9.7,-15.78522,-13.6,16.0,-25.95634,-5.39932,-3.5,-5.5,-22.1,-3.5,11.9,35.2,4.1,21.7,7.2,0.3,-11.1,32.5
2001-06,-1.8,-0.5,9.5,-10.6,32.8,30.3,23.8,16.0,28.0,34.0,6.0,-13.26022,-14.0,16.0,-24.28033,0.4996772,3.0,-11.2,-1.7,7.5,16.3,33.5,7.8,18.7,10.0,1.9,-7.5,32.2
2001-07,1.5,-3.9,5.3,-13.1,27.3,30.9,29.5,15.9,20.0,37.3,12.7,-11.18374,-22.2,13.0,-24.24662,3.695395,-1.1,-13.2,-21.8,7.5,19.0,32.6,16.9,21.7,8.8,2.5,-6.4,14.0
2001-08,9.2,2.6,12.6,-7.5,25.7,31.5,40.6,19.5,13.8,32.6,13.7,-18.23437,-22.9,10.0,-30.64924,-14.05388,-1.8,-11.9,-22.4,-3.5,8.2,22.7,5.4,21.7,7.3,-1.0,-17.9,15.2
2001-09,-0.9,-1.0,12.3,-14.2,26.2,8.9,28.3,8.2,3.4,23.2,12.5,-18.94123,-23.5,18.0,-30.62276,-8.200935,-4.1,-11.4,-20.0,-6.5,6.8,22.0,4.8,16.7,6.4,0.2,-14.3,13.4
2001-10,-3.2,-3.2,6.6,-13.1,26.4,13.0,11.4,1.6,8.5,14.9,19.8,-19.65352,-20.8,13.0,-26.52527,-19.43528,-7.8,-20.0,-31.1,-9.5,3.9,20.2,1.0,12.7,3.0,-4.4,-26.3,23.2
2001-11,-4.2,-3.6,7.1,-14.3,24.4,12.0,30.4,6.5,4.5,13.3,22.9,-23.02342,-21.2,21.0,-32.47419,-15.59607,-13.6,-25.8,-32.5,-8.5,4.9,21.3,1.9,9.7,4.4,-1.9,-20.5,15.3
2001-12,3.2,0.4,9.3,-8.6,31.4,33.4,34.8,16.1,18.7,44.4,20.0,-28.21163,-22.3,26.0,-35.7358,-22.8991,-23.9,-27.9,-37.9,-5.5,11.2,31.7,7.3,17.7,4.0,1.2,-15.2,17.8
2002-01,-4.8,-8.3,2.8,-19.4,26.6,22.0,27.8,10.4,18.6,28.8,18.5,-20.11022,-40.1,19.0,-29.23622,-12.09444,-21.2,-27.9,-51.3,-6.5,7.8,29.9,-0.1,22.7,4.5,0.8,-7.4,19.2
2002-02,-1.6,-2.2,8.9,-13.4,28.6,29.2,28.9,10.8,14.4,25.9,25.6,-17.15118,-34.8,18.0,-31.10392,-2.349621,-8.5,-21.5,-42.5,-6.5,5.5,22.8,0.3,16.7,3.2,0.9,-6.4,19.1
2002-03,2.4,-6.0,6.3,-18.4,31.1,28.8,30.6,12.5,16.8,41.2,22.0,-18.11559,-28.3,18.0,-34.55914,-1.787615,-16.9,-16.5,-41.5,2.5,15.3,32.2,11.1,24.7,3.2,1.1,-8.1,19.6
2002-04,4.8,-7.5,3.3,-18.3,24.9,28.9,44.0,19.8,30.5,34.8,13.4,-11.29133,-22.6,19.0,-26.55318,11.67919,-14.2,-9.9,-20.1,5.5,14.4,35.1,2.6,20.7,1.0,2.5,-4.6,21.2
2002-05,-5.5,-3.4,5.7,-12.5,23.1,25.6,24.0,8.9,18.4,27.0,22.9,-15.42656,-19.5,19.0,-27.91106,0.6313731,-9.8,-9.1,-28.6,-4.8,7.9,28.1,0.4,15.6,-0.3,1.2,-7.1,19.8
2002-06,0.9,-4.5,10.0,-19.0,22.4,22.0,16.9,7.1,13.9,27.7,17.6,-10.28605,-18.6,16.0,-19.32655,4.468395,2.1,-8.7,-21.5,-15.2,2.5,22.9,0.0,8.6,-7.6,0.3,-9.4,17.3
2002-07,-3.4,-6.8,5.3,-18.9,20.9,18.3,13.2,5.1,9.4,19.6,16.2,-7.886131,-15.8,11.0,-22.30451,9.646117,0.4,-9.7,-10.9,-26.1,-2.3,11.6,7.6,7.8,-5.8,0.8,-8.7,17.5
2002-08,5.3,-5.0,5.6,-15.5,23.3,16.8,5.7,1.3,2.3,5.9,18.5,-7.601862,-17.0,12.0,-25.71765,14.91207,5.4,-8.5,-8.9,-27.4,-4.2,5.2,9.7,7.1,-4.5,0.9,-5.2,18.5
2002-09,6.0,-0.8,9.5,-11.2,29.7,24.5,7.0,4.2,8.5,21.9,18.8,-12.62543,-19.0,16.0,-28.62592,6.749628,2.9,-9.9,-18.1,-37.4,-15.6,14.3,-23.8,0.5,-11.1,3.6,-3.3,15.7
2002-10,4.3,-3.2,11.1,-17.5,22.6,25.5,14.0,7.6,9.1,10.5,16.8,-10.29603,-22.8,16.0,-26.45796,11.56989,-2.9,-8.6,-29.4,-27.6,-2.1,21.0,0.4,3.1,-8.2,1.5,-5.0,23.2
2002-11,-0.1,-1.7,12.1,-15.5,23.7,15.9,7.4,3.2,13.1,6.6,13.8,-8.354172,-24.0,11.0,-21.48982,7.427305,-4.4,-10.3,-32.9,-22.8,3.2,17.4,15.0,23.6,30.3,1.7,-4.5,18.0
2002-12,4.4,0.4,11.5,-10.7,26.2,14.9,1.5,-0.9,12.3,7.1,19.0,-15.19292,-19.8,16.0,-33.74311,4.164351,-1.8,-10.3,-29.4,-33.3,-17.0,-1.7,-16.1,-19.0,-22.5,-1.6,-16.0,20.0
2003-01,2.4,-6.4,5.5,-18.3,16.8,8.5,-11.8,-9.1,9.4,-2.0,23.9,-13.45344,-19.2,20.0,-23.22538,2.865053,-6.3,-13.8,-42.2,-20.4,-3.4,9.8,0.2,2.9,-10.2,-5.2,-24.8,24.6
2003-02,-2.6,-3.7,8.3,-15.6,18.7,-1.6,-9.4,-8.8,7.8,-5.9,15.4,-17.48412,-18.0,15.0,-33.0918,-4.360568,-7.0,-13.3,-31.0,-20.3,-6.9,5.2,-5.7,-0.5,-13.6,-7.2,-28.5,27.1
2003-03,0.6,-9.7,3.3,-22.7,24.7,-7.6,-10.7,-9.6,-1.8,-8.1,10.6,-20.09557,-18.4,19.0,-32.54216,-8.744555,-0.8,-16.4,-24.5,-21.8,-9.5,-1.7,-4.9,-4.4,-12.6,-6.9,-29.0,29.3
2003-04,-0.4,-5.1,7.3,-17.5,27.8,4.8,-7.2,-4.2,-8.0,-9.6,10.2,-20.27778,-27.5,21.0,-27.52951,-12.30382,-6.1,-6.1,-25.1,-22.9,-14.7,-19.7,-1.5,-5.0,-14.0,-3.2,-18.9,22.1
2003-05,4.4,-3.7,7.0,-14.3,33.2,-2.8,-9.3,-11.7,-7.4,-3.5,23.0,-18.73395,-23.9,19.0,-30.86506,-6.336784,-12.6,-7.0,-20.9,-32.1,-14.2,7.0,-17.5,-9.8,-19.1,-5.8,-14.4,11.2
2003-06,1.9,1.6,11.0,-7.8,32.9,11.2,0.9,-1.2,-16.1,-5.1,15.8,-15.97056,-22.9,11.0,-29.35615,-7.555535,-20.7,-11.4,-31.7,-32.4,-16.3,3.0,-19.4,12.0,-5.9,-4.8,-15.6,11.2
2003-07,7.1,-3.4,6.1,-12.8,28.7,13.4,10.6,1.9,-11.0,0.0,18.3,-18.91234,-21.2,18.0,-35.35375,-3.383285,-7.8,-8.1,-35.0,-22.4,-12.0,0.8,-14.3,-4.8,-11.2,-4.7,-13.2,12.3
2003-08,4.8,-4.3,4.5,-13.1,29.2,16.4,19.1,10.3,-3.9,8.7,4.6,-15.29543,-20.5,16.0,-25.78036,-4.105926,-7.6,-11.4,-25.8,-29.8,-2.7,22.3,-0.5,-5.0,-5.1,-5.7,-14.0,11.1
2003-09,5.8,-2.6,5.2,-10.3,31.6,14.1,13.8,6.6,-0.1,10.9,8.2,-18.97411,-23.5,21.0,-32.63228,-3.290037,-11.1,-9.0,-38.1,-20.4,-1.3,17.1,-0.5,14.9,-5.2,-3.6,-11.8,10.6
2003-10,4.0,-1.1,7.4,-9.5,30.2,36.9,37.4,22.5,2.9,18.8,6.6,-18.93489,-13.5,23.0,-33.38965,-0.4150265,-3.6,-6.1,-29.9,-26.6,-9.0,10.7,-11.2,11.1,-4.9,-5.2,-9.5,17.3
2003-11,0.7,-2.3,8.2,-12.9,34.8,30.0,29.4,14.6,-4.1,17.6,15.7,-10.01192,-20.1,10.0,-23.49412,3.458352,-0.9,-8.6,-20.7,-20.4,-0.8,19.5,-1.5,8.0,3.4,-5.4,-13.4,16.9
2003-12,10.8,1.3,11.3,-8.6,32.2,20.0,22.7,10.8,5.1,18.8,10.4,-8.177871,-17.9,14.0,-20.7606,10.22699,1.8,1.0,-14.4,-13.5,5.3,22.5,6.8,9.0,-2.6,-5.3,-12.3,14.1
2004-01,16.2,3.0,12.0,-5.9,34.5,33.7,27.9,15.6,2.9,29.0,14.8,-0.1235522,-1.9,6.0,-16.20254,21.83189,6.4,-0.8,-16.7,-6.7,15.2,31.0,21.2,15.9,2.9,-4.6,-9.7,10.9
2004-02,2.7,0.5,10.1,-9.1,33.2,31.2,26.2,15.1,10.2,20.2,12.0,-6.822255,-7.4,14.0,-17.08749,10.62072,8.1,0.8,-18.0,-17.7,14.1,42.1,18.0,13.8,-0.7,-5.2,-8.8,13.7
2004-03,5.6,0.7,9.0,-7.6,35.7,28.7,28.2,13.3,-4.3,16.7,17.2,-2.416313,-6.6,8.0,-10.53086,11.28192,13.4,2.0,-12.7,-13.8,8.9,26.5,14.0,8.5,-0.2,-3.4,-9.2,9.9
2004-04,6.0,1.9,9.4,-5.5,37.9,33.2,22.4,13.1,3.5,25.5,16.2,-6.601646,-6.6,17.0,-12.50225,9.697309,15.4,1.6,-18.5,4.7,22.4,34.7,27.8,26.3,4.9,-4.7,-12.1,10.7
2004-05,11.9,3.4,12.6,-5.8,41.4,39.3,29.6,19.0,3.2,30.8,11.8,3.288702,-2.7,8.0,-0.819329,18.68544,21.1,6.3,0.7,-14.3,7.2,27.8,7.9,23.5,1.4,-6.3,-17.8,16.2
2004-06,8.3,3.7,12.0,-4.6,42.7,35.1,44.5,20.7,6.9,20.5,17.4,0.008754725,-10.4,5.0,-8.382501,13.40876,12.7,6.1,-9.2,1.4,16.3,24.3,23.3,19.3,3.8,-7.0,-18.1,19.1
2004-07,13.0,4.8,16.5,-7.0,43.5,14.4,22.3,6.9,4.8,8.6,16.0,-3.611512,-5.8,12.0,-5.413584,6.579047,15.2,12.5,-4.3,-9.0,4.1,16.1,5.2,16.5,3.5,-6.1,-13.9,15.3
2004-08,9.0,2.9,13.7,-7.9,40.2,9.7,16.1,3.2,5.0,0.5,16.2,2.678648,1.5,10.0,0.1599208,17.87602,19.5,14.4,-1.8,5.4,17.3,26.8,19.7,21.4,10.4,-6.4,-15.6,19.5
2004-09,3.5,-3.1,7.7,-13.8,34.4,7.9,15.9,3.0,-4.9,2.2,15.0,-3.330274,-3.6,16.0,-5.651612,11.66079,18.4,14.5,-4.7,6.2,21.3,28.9,28.9,26.1,11.6,-7.2,-14.2,18.2
2004-10,3.4,0.9,9.4,-7.6,42.5,23.3,26.6,12.4,4.9,22.1,12.7,-0.2450293,-12.9,13.0,-5.33677,17.60168,13.9,4.0,-0.9,1.3,14.3,20.8,20.9,20.0,13.8,-5.7,-12.1,14.1
2004-11,3.7,-0.9,6.8,-8.7,37.2,17.0,20.1,7.7,3.3,9.7,14.1,-4.337115,-11.5,8.0,-15.50239,10.49105,10.9,14.8,-7.2,-8.0,7.8,8.0,23.5,3.9,10.7,-4.0,-8.5,14.1
2004-12,8.5,-2.2,2.5,-6.8,38.3,8.9,7.9,0.1,4.4,8.8,16.5,-5.16221,-8.5,9.0,-5.780598,-0.7060307,11.4,13.3,-7.5,-3.3,15.9,31.7,19.3,10.5,11.1,-4.8,-7.1,9.5
2005-01,2.0,-2.6,4.4,-9.6,32.7,16.2,4.5,3.0,-4.1,11.8,11.5,-1.782845,-6.8,5.0,-11.17415,10.82562,8.7,13.3,-14.5,-3.0,6.3,17.2,4.6,10.1,2.9,-4.4,-10.5,5.4
2005-02,-0.8,-1.7,7.6,-11.0,24.7,14.2,1.9,0.4,-3.5,0.1,14.9,-2.158251,-7.9,10.0,-12.08561,15.61086,10.2,17.2,-13.6,-7.4,12.6,28.7,16.4,17.8,9.9,-3.3,-4.7,6.1
2005-03,-6.0,-6.8,3.9,-17.5,26.3,13.7,-1.8,-3.2,1.4,-3.4,21.5,-7.73562,-9.9,13.0,-15.51464,5.307775,2.3,16.9,-2.6,-19.9,1.7,22.2,2.8,8.1,-1.9,-2.4,-2.2,5.3
2005-04,-0.7,-10.4,-1.4,-19.4,22.5,8.8,-9.3,-7.1,-4.6,1.5,20.9,-12.59444,-9.8,18.0,-22.47593,2.692615,-1.7,8.3,-29.4,-8.2,3.5,14.8,3.9,10.4,1.6,-3.4,-6.0,6.6
2005-05,-2.3,-12.3,0.9,-25.4,16.6,-2.8,-18.1,-14.0,-1.3,-2.3,21.0,-15.01493,-17.6,17.0,-23.75833,-4.286474,-6.2,4.6,-15.4,-5.9,3.8,10.1,7.2,20.0,1.3,-4.6,-10.2,6.0
2005-06,-7.7,-13.2,-1.7,-24.7,25.2,-3.5,-18.1,-14.7,-8.5,-9.8,22.4,-17.01376,-18.5,17.0,-27.40887,-6.632417,-3.3,-2.1,-22.9,-23.0,-7.8,4.5,-4.8,1.5,3.9,-5.5,-12.7,7.0
2005-07,0.8,-9.8,0.8,-20.3,20.4,-6.8,-18.0,-15.3,-2.3,-5.3,21.2,-9.976776,-10.4,18.0,-18.46615,6.535819,6.4,-6.3,-14.5,-15.3,-2.2,12.9,-4.1,12.0,-4.9,-4.3,-10.8,11.3
2005-08,-2.6,-11.8,-0.7,-22.9,24.5,8.6,-6.7,-7.2,0.9,-1.5,23.5,-16.67433,-13.9,21.0,-30.88651,1.863522,-7.3,-1.9,-19.2,-14.4,-3.6,1.0,2.8,15.3,9.8,-4.4,-11.0,9.3
2005-09,3.4,-5.8,5.9,-17.4,26.6,9.7,-10.2,-6.7,1.8,4.8,19.6,-10.68616,-16.2,11.0,-26.6708,5.612307,-14.9,-2.2,-14.0,-16.6,-5.9,3.3,-4.3,-4.9,-1.7,-4.9,-12.9,16.1
2005-10,-3.4,-8.6,1.3,-18.5,35.8,-3.8,-8.1,-9.7,-1.7,-4.1,17.2,-8.54975,-13.5,13.0,-18.27744,5.628189,-4.8,0.5,-15.8,-11.0,0.0,12.7,-1.8,4.9,3.9,-6.2,-14.8,10.8
2005-11,-4.7,-8.5,1.4,-18.4,30.9,-13.0,-27.9,-22.4,-7.7,-21.6,26.3,-12.66603,-14.3,15.0,-24.51991,1.521821,2.8,2.4,-17.8,-16.9,1.8,15.7,6.6,6.1,2.9,-6.6,-15.2,9.6
2005-12,3.5,-8.6,4.3,-21.6,35.3,4.3,-20.5,-15.8,-16.7,-10.0,31.2,-13.1487,-8.9,17.0,-23.79252,1.346426,-10.6,-2.6,-18.5,-15.9,-3.6,10.4,-5.3,-2.0,-0.5,-7.4,-16.0,12.7
2006-01,5.7,-5.3,6.6,-17.2,30.7,14.5,9.2,-1.1,-1.9,1.9,26.9,-14.43836,-14.6,19.0,-26.14407,1.829004,-10.8,2.2,-18.5,-2.1,9.0,22.4,6.8,8.7,3.3,-5.6,-14.6,13.1
2006-02,2.7,-9.2,1.1,-19.5,33.0,8.6,-7.2,-5.7,-12.2,4.1,18.4,-8.821884,-11.0,13.0,-20.08005,6.614395,-2.7,6.3,-17.2,6.3,19.0,22.6,28.2,24.5,10.6,-4.8,-13.0,11.7
2006-03,-7.8,-12.0,-3.1,-20.9,27.6,5.7,-5.5,-4.8,-8.7,-3.1,14.8,-8.720942,-16.0,17.0,-18.49759,9.334768,-4.7,9.2,-14.5,-1.0,7.6,15.9,7.7,14.5,7.7,-7.6,-16.9,13.9
2006-04,-1.9,-8.0,4.6,-20.5,37.4,17.4,0.8,0.0,-5.1,5.3,18.3,-2.257911,-14.1,7.0,-9.456113,9.682378,1.7,8.2,-17.1,6.1,19.7,28.0,25.1,15.8,5.9,-5.0,-18.4,12.3
2006-05,4.1,-6.7,3.2,-16.6,33.4,17.4,3.7,2.1,-8.7,0.7,14.8,-5.657181,-15.6,10.0,-13.70037,6.728826,8.2,2.4,-7.9,18.7,11.2,-0.6,15.6,15.2,10.4,-6.4,-20.1,15.5
2006-06,7.6,-4.7,6.3,-15.7,36.0,17.2,12.8,4.6,-5.3,10.9,16.2,-5.379673,-16.5,14.0,-14.45039,12.31137,10.0,15.4,-2.2,9.4,14.5,16.5,17.7,37.0,5.9,-5.8,-20.0,14.7
2006-07,2.1,-3.5,4.6,-11.5,36.2,30.8,31.3,15.2,5.0,19.3,16.7,-0.00654731,-16.2,5.0,-9.514012,14.49437,6.5,11.3,-7.9,10.0,16.0,28.0,9.9,15.2,6.1,-6.9,-15.8,18.3
2006-08,4.0,-1.9,8.5,-12.4,36.3,30.6,32.0,15.4,8.2,19.6,16.4,-5.030333,-15.8,15.0,-9.943298,9.8523,8.2,15.8,-15.3,-4.8,12.7,31.8,11.1,34.5,15.2,-6.9,-20.1,22.6
2006-09,6.2,-0.6,8.1,-9.4,35.0,29.8,25.3,13.2,-2.8,20.0,15.6,-1.041657,-9.9,12.0,-4.693461,13.56849,6.2,13.6,-8.3,-12.5,7.2,26.0,8.1,27.7,12.2,-7.0,-18.7,15.2
2006-10,6.3,-3.1,8.0,-14.3,36.8,28.7,24.7,12.3,5.0,22.4,16.7,-6.850198,-21.3,20.0,-13.21295,12.66236,7.6,17.7,-9.9,2.2,15.2,23.6,19.8,14.3,11.6,-4.0,-12.9,12.6
2006-11,15.2,-0.2,8.7,-9.1,42.4,26.4,28.9,15.9,-1.5,20.5,7.7,1.001547,-4.7,2.0,-5.54347,10.54811,19.7,22.0,3.5,-3.2,15.2,26.0,22.9,24.0,21.5,-5.9,-17.2,17.5
2006-12,5.4,-3.3,5.6,-12.2,36.0,33.3,38.1,19.0,4.9,35.4,14.4,-0.4719258,-13.4,11.0,-6.805358,16.38958,21.4,15.2,7.8,15.5,20.3,24.0,21.5,12.6,12.3,-6.0,-16.2,19.3
2007-01,5.4,0.1,12.3,-12.0,36.6,21.2,26.0,12.7,8.2,14.7,9.1,-3.765745,-18.7,17.0,-7.124281,12.82704,22.0,18.3,9.4,12.1,19.4,27.2,18.9,25.6,18.0,-9.0,-19.6,20.6
2007-02,12.8,-0.4,11.1,-12.0,37.7,24.8,29.5,15.5,4.1,11.5,8.0,5.852128,-12.6,9.0,1.927531,24.62885,20.2,19.0,5.8,10.3,19.2,25.6,21.6,25.2,13.4,-7.5,-20.3,16.3
2007-03,10.0,-0.3,8.0,-8.7,30.4,36.2,33.8,20.1,6.7,24.1,9.5,4.296464,-11.1,10.0,5.523699,17.36569,23.1,22.5,6.2,3.6,14.6,22.0,18.2,13.9,8.6,-7.4,-18.8,16.1
2007-04,11.5,0.9,13.0,-11.1,32.2,34.8,43.9,21.8,14.8,31.3,13.2,1.083693,-12.3,16.0,3.5766,15.67448,13.9,14.0,12.2,12.9,14.8,18.9,12.5,22.6,11.8,-6.9,-18.8,16.4
2007-05,14.7,-1.7,10.9,-14.3,33.2,30.4,37.5,17.5,9.6,20.7,15.6,3.365584,-10.5,8.0,3.359733,14.73702,15.7,24.8,-0.2,7.8,16.3,16.9,24.2,34.9,27.8,-3.8,-13.1,16.0
2007-06,12.8,-2.7,7.3,-12.7,35.0,13.1,19.7,6.8,13.2,9.6,12.4,10.25561,-3.2,-2.0,5.508147,23.25869,19.3,23.6,6.2,4.1,11.7,12.1,18.8,20.0,15.4,-4.8,-12.4,16.9
2007-07,11.1,2.0,15.6,-11.6,36.3,25.2,12.5,6.6,7.9,16.1,17.8,-0.03329702,-13.9,6.0,-4.557992,10.4581,7.8,19.7,-0.9,-13.7,2.6,15.1,6.4,18.2,16.0,-5.6,-13.9,19.2
2007-08,9.3,1.9,8.3,-4.6,32.0,32.3,30.5,15.6,-1.4,25.5,16.0,3.277675,-20.5,9.0,6.997297,11.83573,11.6,16.9,-1.9,0.9,11.3,14.3,18.6,24.3,18.9,-4.4,-12.6,21.3
2007-09,6.8,2.7,11.1,-5.7,37.7,26.3,14.6,8.5,12.8,20.5,15.5,5.27279,-10.2,7.0,6.290748,16.52762,15.6,20.6,11.1,5.0,14.3,11.4,26.5,13.1,12.6,-4.9,-14.9,20.2
2007-10,8.9,5.5,12.1,-1.1,33.5,28.1,15.8,11.1,-2.9,15.1,10.8,0.1788379,-5.6,14.0,0.8414534,13.69506,14.1,21.6,1.8,-6.0,11.9,18.3,23.4,14.3,12.1,-4.4,-15.3,21.3
2007-11,5.7,-1.3,9.3,-11.9,30.7,24.6,20.0,10.0,8.0,18.4,14.5,3.000096,-9.4,14.0,8.432348,14.56794,17.6,27.5,-1.5,-14.4,3.9,16.4,9.7,31.2,14.5,-7.2,-17.8,22.4
2007-12,9.1,-0.3,11.6,-12.1,24.1,-3.3,5.4,-4.7,-4.2,-7.4,16.3,-1.798566,-16.9,14.0,0.1737838,8.430517,19.3,22.5,1.6,4.0,9.7,10.0,14.9,15.8,16.3,-7.7,-21.5,24.2
