country,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU
2012-05,-10.1,-23.3,-9.1,-37.5,11.1,4.6,2.5,0.6,4.9,6.8,5.2,-1.6,-1.2,-1.4,-15.9,9.7,4.6,9.2,-12.8,4.0,1.7,2.2,-1.2,2.1,1.3,-22.8,-18.0,33.4
2012-06,-11.7,-22.7,-8.4,-37.1,7.5,7.2,2.2,2.5,4.2,11.6,1.7,-2.9,-1.7,-3.0,-16.9,5.1,5.0,9.1,-14.1,1.4,1.9,2.7,1.7,1.3,-1.4,-23.5,-18.5,41.1
2012-07,-12.7,-24.8,-10.7,-38.8,10.2,10.7,9.9,6.1,3.9,11.2,2.2,-4.0,-0.1,-0.6,-16.7,4.1,5.2,9.1,-12.5,3.4,2.2,2.5,0.7,1.6,1.0,-24.1,-20.3,42.1
2012-08,-13.5,-25.4,-12.2,-38.6,13.2,9.4,2.4,3.4,-0.9,12.4,1.8,-3.1,-1.0,-2.4,-17.4,5.6,1.2,13.7,-13.0,-1.7,-0.2,1.5,-0.5,-7.9,-0.9,-28.6,-29.0,49.8
2012-09,-16.2,-25.9,-11.9,-40.0,13.5,8.1,5.0,3.8,4.0,11.0,1.7,-3.7,-3.8,-2.4,-17.1,3.6,1.1,15.4,-11.7,0.4,-2.7,-1.3,-7.1,2.4,3.5,-30.9,-30.0,51.0
2012-10,-17.4,-27.1,-13.1,-41.1,9.3,10.8,7.8,5.5,4.5,7.6,2.2,-3.4,-4.3,-0.8,-18.1,7.0,-1.4,13.3,-12.6,-1.8,-1.8,0.2,-3.9,2.1,1.6,-29.8,-27.9,51.5
2012-11,-16.9,-26.5,-12.5,-40.6,6.2,11.9,6.2,5.4,3.5,9.6,1.7,-2.6,-4.2,-3.0,-18.5,7.5,-0.9,10.0,-12.0,2.3,0.4,-1.3,0.1,-8.3,7.7,-28.3,-25.8,45.1
2012-12,-17.3,-27.0,-12.5,-41.4,3.2,12.0,13.8,8.1,3.6,8.1,1.5,-3.6,-4.4,-0.5,-16.8,5.6,2.2,10.4,-10.2,3.9,5.5,6.7,6.0,-1.1,2.6,-25.4,-19.9,42.0
2013-01,-18.0,-27.9,-14.1,-41.8,7.7,8.7,10.2,5.9,-3.9,7.9,1.4,-2.7,-2.6,-1.7,-18.4,8.5,0.7,7.5,-12.7,-0.7,-2.4,0.3,-6.8,-5.6,-0.2,-23.8,-23.3,44.6
2013-02,-22.0,-27.8,-11.3,-44.3,7.4,8.0,2.4,3.6,-0.3,9.3,-0.3,-1.9,-0.4,-2.0,-16.3,8.5,1.7,6.8,-11.0,-2.4,-2.6,3.0,-8.4,-2.0,-4.7,-23.8,-21.4,44.2
2013-03,-19.4,-29.8,-15.8,-43.9,6.8,9.3,3.6,3.6,1.5,8.2,2.2,-3.8,-2.0,-1.9,-17.3,4.1,1.3,4.7,-11.0,-1.8,1.5,6.8,-0.5,3.6,-5.9,-24.0,-22.8,42.4
2013-04,-22.4,-31.2,-15.2,-47.2,7.3,8.3,-0.3,2.3,0.0,12.2,1.0,-3.0,-6.5,-3.7,-18.5,6.0,-0.2,5.9,-11.5,0.5,0.5,2.8,-1.8,-0.4,-6.0,-27.3,-28.5,45.5
2013-05,-19.6,-29.9,-15.0,-44.8,7.8,15.4,13.2,9.5,1.6,7.0,0.0,-3.7,-5.1,-1.8,-18.1,5.1,0.3,4.6,-11.4,2.0,2.1,1.7,2.6,-1.3,-1.1,-26.9,-25.5,40.9
2013-06,-19.4,-29.0,-13.1,-45.0,6.8,10.6,17.1,8.7,1.5,8.4,1.5,-2.4,-7.5,-3.0,-18.1,7.8,3.3,5.5,-12.5,0.2,1.2,1.2,2.3,-3.4,-5.6,-26.6,-28.3,39.7
2013-07,-18.8,-29.2,-13.4,-45.0,9.2,11.3,6.1,5.4,1.9,8.8,1.0,-4.3,-5.3,-1.7,-19.6,5.1,4.0,5.5,-11.7,3.5,3.0,1.6,4.0,-5.5,-1.7,-26.9,-24.7,44.5
2013-08,-17.4,-27.5,-10.5,-44.4,5.9,-1.8,11.0,2.6,1.5,2.6,1.4,-3.2,-4.4,-0.2,-16.9,7.1,2.5,6.0,-8.5,1.0,1.4,1.1,1.9,-6.6,-1.3,-25.4,-25.2,37.9
2013-09,-16.9,-28.4,-12.8,-44.0,3.9,-7.9,17.2,2.9,4.0,3.2,0.6,-1.6,-0.8,-1.5,-16.3,10.0,3.0,4.5,-11.0,5.1,5.3,2.6,8.2,-6.2,-6.3,-24.4,-23.6,35.7
2013-10,-16.2,-27.5,-12.2,-42.7,0.6,3.1,6.5,2.8,7.1,5.9,1.2,-2.6,-4.6,-1.3,-16.9,8.0,3.7,2.5,-11.6,-1.0,-0.1,2.2,-1.5,-7.7,-6.5,-26.3,-28.3,34.5
2013-11,-16.2,-27.7,-12.4,-42.9,2.0,8.5,19.0,9.0,6.5,3.3,0.6,-2.9,-2.4,-0.2,-16.0,7.2,5.8,5.9,-10.9,0.1,2.5,5.9,1.6,-5.2,-10.4,-26.4,-26.7,35.9
2013-12,-15.2,-27.4,-12.4,-42.3,-4.4,7.5,1.0,2.4,6.3,4.7,1.4,-1.8,-3.7,-1.0,-14.2,7.7,6.8,3.8,-9.7,0.2,0.7,0.8,1.1,-7.7,-11.5,-24.0,-23.6,42.7
2014-01,-13.9,-26.6,-11.5,-41.6,1.7,5.4,3.0,2.4,3.9,-0.6,1.1,-2.9,1.2,0.2,-14.4,5.8,6.2,4.3,-11.8,0.9,2.4,3.6,2.8,-6.9,-9.1,-22.9,-26.2,42.9
2014-02,-12.6,-24.4,-9.2,-39.6,5.7,18.6,3.7,7.2,-0.3,8.6,0.7,-1.2,-0.4,-1.5,-12.1,6.9,4.8,2.6,-9.8,3.6,6.4,6.8,8.7,-3.4,-6.8,-23.8,-23.3,36.4
2014-03,-13.0,-23.1,-7.6,-38.5,6.2,14.0,13.7,8.9,-6.8,9.9,1.0,0.1,2.8,-2.0,-11.1,9.4,11.4,3.8,-7.7,1.3,4.1,2.8,8.3,1.4,-5.3,-24.5,-25.4,39.9
2014-04,-10.1,-21.8,-7.2,-36.3,13.8,16.3,-0.6,5.0,5.5,2.8,0.7,-0.3,3.1,1.0,-9.5,9.5,8.6,8.0,-5.9,1.6,3.2,2.3,5.8,-4.8,-4.5,-23.8,-25.0,41.9
2014-05,-10.4,-20.8,-5.8,-35.9,11.9,11.4,15.0,8.5,1.8,11.8,0.8,-1.2,0.6,-0.4,-9.0,5.1,8.5,5.4,-6.9,3.9,3.9,4.3,3.6,-3.5,-3.6,-23.5,-23.3,37.6
2014-06,-10.1,-22.8,-9.1,-36.5,7.1,10.5,12.4,7.5,8.5,8.5,0.5,-0.9,0.9,1.3,-9.6,8.2,6.3,5.1,-5.2,0.6,2.1,6.4,-0.6,-6.1,-3.9,-21.0,-20.5,34.0
2014-07,-10.0,-20.8,-6.8,-34.7,5.8,16.5,20.8,11.8,5.8,11.3,1.8,0.8,-1.6,-1.0,-7.7,9.2,2.9,3.5,-4.9,1.2,2.1,5.2,0.0,-6.4,-1.2,-18.4,-14.1,28.4
2014-08,-9.2,-21.4,-7.7,-35.1,2.5,6.8,20.3,9.1,9.2,11.1,-0.1,-0.7,0.1,-1.3,-10.5,7.1,3.7,3.0,-10.8,6.7,7.7,10.7,5.8,-5.4,1.3,-17.8,-16.3,32.0
2014-09,-8.4,-19.4,-5.6,-33.2,1.4,2.3,16.6,6.0,10.9,8.0,0.9,-0.9,0.5,-1.7,-11.3,7.1,-0.6,2.9,-9.6,4.7,6.5,9.5,5.4,-3.6,-3.9,-19.4,-17.6,31.2
2014-10,-7.3,-19.2,-4.9,-33.4,-2.4,9.9,16.4,9.3,9.0,10.6,-1.6,0.3,0.6,-2.3,-9.2,7.7,1.6,1.9,-9.7,6.7,6.0,6.9,4.5,-1.5,0.9,-18.3,-13.9,26.8
2014-11,-6.5,-18.5,-5.1,-31.8,-2.9,8.9,15.0,7.7,6.9,13.1,0.9,0.0,1.8,-1.3,-9.2,7.8,5.0,2.0,-9.1,4.9,5.0,7.1,3.1,-7.7,-3.5,-15.7,-6.9,10.7
2014-12,-6.4,-18.1,-5.1,-31.2,-5.9,8.3,14.7,7.7,9.7,13.0,0.1,0.1,2.3,-2.5,-9.8,7.5,6.8,1.4,-7.2,6.3,4.2,3.0,3.2,-4.4,-1.0,-10.5,1.9,5.2
2015-01,-8.0,-17.7,-3.8,-31.6,-3.1,12.3,3.9,4.4,7.8,10.7,2.9,0.4,0.4,-0.9,-8.3,8.5,4.0,1.6,-9.8,4.7,4.9,10.6,-0.7,-5.8,-3.2,-9.7,4.3,8.2
2015-02,-2.6,-14.1,-0.4,-27.8,2.5,18.6,4.9,8.0,1.6,11.4,-0.6,-0.1,2.4,0.8,-9.7,10.2,5.6,-0.4,-11.5,4.1,4.8,6.7,3.7,4.8,2.2,-7.2,5.9,3.8
2015-03,-4.1,-15.0,-1.4,-28.7,3.8,32.7,1.4,11.6,26.7,8.4,-0.8,0.1,5.9,1.1,-9.3,10.6,6.2,2.1,-10.3,4.6,5.1,8.3,2.3,-0.6,-2.7,-9.2,3.5,4.5
2015-04,-4.3,-15.0,-1.3,-28.8,3.4,22.9,37.6,19.8,10.5,20.4,1.1,0.0,1.4,-0.4,-7.2,6.9,12.2,1.2,-6.4,7.6,8.4,9.1,8.4,5.6,-0.5,-10.3,2.0,2.0
2015-05,-2.8,-15.6,-3.3,-28.0,2.9,24.0,-4.8,6.5,24.6,10.5,-0.3,1.6,6.7,-0.8,-7.1,11.2,6.3,2.7,-4.4,7.3,6.4,5.1,6.8,6.9,3.6,-9.5,1.8,-4.7
2015-06,-2.4,-13.6,-1.5,-25.7,2.5,35.5,35.8,23.8,9.3,19.5,0.0,-0.8,1.3,-0.8,-8.2,4.9,3.8,1.7,-7.0,9.4,8.8,6.4,10.6,6.0,4.6,-8.6,-0.2,-17.6
2015-07,-2.6,-14.5,-2.2,-26.8,1.9,23.4,27.6,17.9,6.6,13.8,-2.6,0.1,1.5,-1.4,-9.5,8.3,5.2,2.1,-8.6,12.6,10.6,6.5,12.8,1.9,4.2,-11.1,-4.4,-12.2
2015-08,-1.2,-13.1,-0.9,-25.3,1.2,14.3,38.3,17.4,9.0,11.7,0.3,0.5,-0.3,-1.4,-9.6,9.7,10.0,2.5,-8.7,8.8,8.1,8.6,6.7,1.3,2.1,-9.5,-1.9,-11.0
2015-09,-0.9,-13.8,-1.7,-25.9,0.7,7.6,30.4,12.6,12.2,6.0,0.3,-0.8,1.3,-0.9,-9.2,5.9,8.5,1.5,-9.7,11.8,10.4,9.1,10.2,0.9,1.6,-8.6,-4.6,-0.6
2015-10,-1.5,-12.4,-0.6,-24.3,-0.9,6.8,34.8,14.0,10.6,6.4,-0.5,-0.3,1.6,-0.7,-8.9,7.4,6.2,0.0,-10.8,11.0,11.0,10.7,11.3,1.5,0.6,-7.3,-1.9,-5.5
2015-11,-0.7,-12.0,0.3,-24.3,-1.7,7.6,35.6,14.9,15.7,5.8,-1.5,0.0,0.5,0.6,-9.0,9.6,5.7,1.5,-9.9,8.7,12.0,14.7,12.5,-1.5,-1.2,-12.6,-7.4,-4.2
2015-12,0.3,-11.8,-0.3,-23.3,-4.2,11.5,0.1,4.2,7.4,6.4,-1.0,-0.4,0.7,-0.1,-9.1,7.9,4.2,0.9,-8.7,11.2,11.9,12.8,11.7,0.4,-0.7,-10.7,-7.3,0.1
2016-01,0.7,-11.6,-0.7,-22.5,-6.2,9.8,0.7,3.9,1.1,0.6,-1.3,0.1,-1.5,-1.0,-8.1,7.4,6.1,-4.4,-9.1,10.3,10.5,9.3,11.7,1.3,-1.5,-8.9,-10.2,-17.1
2016-02,-2.2,-15.1,-4.6,-25.6,0.0,39.4,-0.9,13.1,7.8,12.6,-0.7,-0.5,-0.3,-0.7,-8.8,6.5,7.4,-2.8,-11.8,8.0,8.8,8.7,9.6,2.5,-0.7,-9.6,-10.6,1.6
2016-03,-0.8,-12.9,-2.7,-23.2,2.9,30.5,-5.2,9.1,6.3,10.7,-2.0,-0.2,1.3,-0.3,-7.7,6.7,7.6,-0.6,-12.6,6.4,9.8,11.5,11.3,4.6,4.3,-10.1,-13.4,2.2
2016-04,-1.5,-14.0,-4.8,-23.2,3.3,13.1,0.3,5.1,9.1,1.1,-1.9,0.8,0.9,-0.6,-8.2,10.1,8.1,0.6,-8.9,9.9,11.6,11.6,13.4,3.7,0.4,-8.1,-7.5,-4.8
2016-05,-3.3,-14.4,-3.1,-25.6,3.1,-0.8,2.0,9.3,-12.8,-0.1,-26.7,0.3,4.0,0.2,-8.8,9.8,9.3,2.5,-8.6,9.0,8.4,7.9,8.3,7.8,4.9,-8.6,-10.6,-4.8
2016-06,-3.2,-13.4,-1.6,-25.1,4.9,-1.2,-2.6,6.1,-13.0,-2.6,-22.1,1.5,3.1,-0.3,-7.3,11.4,9.2,3.2,-7.7,6.9,7.1,7.5,6.8,7.9,2.2,-8.6,-11.4,5.1
2016-07,-1.7,-12.5,-0.5,-24.5,5.0,5.4,-1.0,8.4,-16.8,0.9,-20.6,0.5,2.7,0.5,-7.5,9.5,6.8,2.5,-6.8,8.7,9.9,12.2,8.7,4.4,-0.1,-10.1,-12.4,-0.8
2016-08,-4.5,-13.4,-2.4,-24.5,0.9,20.1,32.4,16.5,15.3,27.4,2.9,0.7,1.8,0.2,-7.7,10.0,5.1,2.1,-6.5,10.5,10.0,9.2,10.3,3.9,3.1,-8.7,-13.2,4.2
2016-09,-4.4,-12.9,-1.4,-24.4,-0.3,-23.2,-3.1,-8.3,-13.7,-4.3,-1.4,1.9,3.1,-0.1,-6.9,12.4,6.5,1.3,-7.1,10.2,9.0,8.7,8.2,4.0,1.4,-10.7,-15.4,4.9
2016-10,-3.6,-13.0,-0.8,-25.1,-0.5,11.3,-4.1,2.8,-8.8,-6.5,-1.3,0.4,4.4,0.2,-7.2,8.6,8.6,1.3,-8.4,10.3,9.8,9.5,9.6,4.7,3.3,-9.9,-11.2,0.5
2016-11,-4.7,-13.2,-1.1,-25.3,-4.5,-1.0,-7.5,3.7,-6.7,1.3,-19.6,0.6,3.0,-0.6,-7.7,8.8,6.9,1.2,-6.7,10.5,9.6,8.9,9.4,4.3,2.5,-6.2,-8.0,-2.4
2016-12,-5.6,-12.5,0.0,-25.1,-6.2,-1.3,-21.5,0.2,-16.0,-3.3,-23.3,0.5,3.1,-0.4,-6.4,7.5,8.5,1.3,-7.9,8.9,8.0,9.9,5.4,3.5,0.9,-7.9,-8.9,-2.0
2017-01,-5.5,-14.4,-2.3,-26.6,-1.3,-1.0,-18.6,-5.7,-20.4,1.8,-2.6,0.8,4.6,0.5,-6.1,9.0,7.4,1.5,-4.6,10.6,9.5,8.5,9.5,2.3,1.1,-4.5,-3.6,-7.8
2017-02,-6.3,-11.9,0.9,-24.8,6.5,-9.8,-18.8,-0.8,-13.9,-7.1,-26.2,0.9,3.8,0.1,-6.1,8.8,8.0,3.6,-8.0,8.2,8.0,8.8,6.9,4.2,1.4,-3.2,-3.2,-5.1
2017-03,-5.0,-13.5,-1.1,-25.9,12.1,1.2,-16.1,3.7,-18.3,1.8,-26.0,1.3,2.7,0.2,-7.0,11.1,4.6,4.1,-8.2,7.6,9.1,8.8,10.8,6.0,1.7,0.2,1.3,3.6
2017-04,-3.0,-11.4,1.9,-24.6,9.7,21.5,28.3,16.8,5.3,11.7,-0.4,0.9,1.7,0.0,-5.7,8.4,4.2,4.4,-7.6,11.6,12.0,12.8,11.6,4.5,3.7,-4.5,-6.8,10.1
2017-05,-3.8,-10.8,0.6,-22.2,12.6,22.3,15.6,13.1,6.6,7.0,-1.4,0.5,2.3,-0.2,-7.9,9.2,6.5,7.4,-9.6,11.1,13.5,16.8,12.6,6.1,2.7,-4.9,-8.3,17.0
2017-06,-2.7,-12.6,-1.2,-23.9,10.9,16.6,16.8,10.7,11.7,10.5,1.4,0.5,2.8,-1.3,-8.2,8.5,7.9,8.2,-5.1,10.7,11.8,9.9,14.8,4.5,3.3,-4.4,-9.0,14.6
2017-07,-3.8,-12.6,-2.1,-23.2,8.9,11.5,13.2,8.7,9.4,11.8,-1.5,1.2,2.4,-2.2,-7.6,8.9,9.0,7.8,-5.7,12.7,11.9,9.7,13.2,5.6,4.9,-6.0,-13.3,16.9
2017-08,-2.0,-12.8,-2.0,-23.6,7.6,11.5,17.5,7.0,11.5,8.3,7.9,1.1,3.2,-1.5,-6.6,8.3,7.4,8.5,-4.2,12.5,10.9,9.2,11.0,4.1,3.7,-3.4,-7.8,15.5
2017-09,-2.6,-12.6,-2.1,-23.1,11.2,16.7,12.2,10.3,17.5,16.9,-1.9,1.1,2.6,-1.3,-6.0,7.9,7.9,9.7,-4.2,10.8,9.2,10.1,6.5,4.0,3.2,-5.1,-12.6,21.9
2017-10,-3.9,-13.8,-4.8,-22.8,16.2,11.9,20.2,10.5,11.1,10.2,0.5,2.7,5.1,-1.8,-4.3,10.5,7.3,13.0,-3.8,12.3,12.0,13.9,9.7,8.6,7.4,-12.7,-21.8,27.8
2017-11,-3.4,-13.7,-4.0,-23.3,13.5,23.6,7.6,10.4,12.2,14.3,0.1,2.6,2.3,-1.6,-4.8,10.9,10.1,15.9,-6.1,11.0,9.7,10.4,7.7,7.4,6.4,-12.9,-25.0,32.0
2017-12,-2.6,-13.6,-5.2,-22.1,13.6,15.1,15.6,10.2,10.0,9.2,0.2,2.8,0.3,-0.9,-4.8,12.3,6.0,14.2,-5.5,9.1,11.1,10.5,13.7,6.5,5.9,-14.7,-29.0,32.4
2018-01,-1.9,-10.8,-1.7,-19.9,19.3,12.8,19.8,10.7,3.2,8.4,0.5,2.1,1.2,-1.8,-5.4,9.8,9.4,12.6,-5.8,8.3,9.6,8.5,12.1,5.8,2.3,-15.9,-29.7,25.8
2018-02,-1.4,-13.5,-5.6,-21.4,20.8,19.9,11.1,9.6,3.5,14.6,2.3,1.3,-1.1,-2.4,-4.4,5.9,10.7,13.9,-6.6,7.1,9.8,7.5,14.7,9.2,1.2,-16.6,-27.8,30.2
2018-03,-3.9,-12.2,-3.0,-21.4,22.9,15.2,6.7,7.1,7.6,10.1,0.7,0.8,-0.3,-1.6,-5.2,5.9,10.8,10.4,-7.3,6.0,8.6,11.1,8.6,6.8,3.8,-15.2,-23.6,25.5
2018-04,-4.9,-13.1,-4.9,-21.4,17.9,10.3,17.5,8.7,11.8,5.6,1.7,0.4,-0.6,-1.2,-6.0,6.0,6.1,11.7,-7.5,5.0,7.2,8.5,8.1,7.1,5.3,-13.8,-25.0,27.5
2018-05,-2.4,-13.0,-4.9,-21.0,17.7,14.0,16.1,10.0,5.3,14.1,0.3,0.5,1.8,-1.0,-5.7,6.2,8.9,10.0,-7.0,8.1,9.8,9.3,12.0,7.0,3.9,-15.1,-28.9,32.6
2018-06,-2.1,-11.7,-4.0,-19.4,13.6,8.6,16.6,6.7,12.0,13.8,5.2,1.0,0.0,-0.8,-4.7,7.0,6.3,10.3,-4.8,8.0,10.5,8.0,15.4,7.0,4.5,-17.0,-30.6,30.6
2018-07,-2.7,-11.3,-3.3,-19.2,12.1,15.2,13.0,9.0,11.9,8.9,1.3,0.5,2.3,0.2,-6.0,7.8,9.1,8.2,-6.5,3.8,4.5,5.5,4.1,5.0,-0.8,-13.0,-24.8,32.3
2018-08,-0.9,-9.0,-0.7,-17.3,13.6,14.7,5.7,6.3,13.3,13.0,1.6,0.7,1.2,-1.4,-6.6,7.2,5.6,8.7,-6.6,6.1,5.2,3.5,5.9,1.0,0.8,-13.7,-24.8,34.3
2018-09,-1.0,-9.0,-0.2,-17.9,10.4,20.8,21.5,13.2,13.5,9.7,2.7,1.6,1.9,-1.9,-6.2,9.3,1.6,7.6,-6.2,5.3,5.1,6.6,3.5,0.5,1.0,-10.5,-23.2,30.0
2018-10,0.4,-7.9,1.6,-17.3,9.4,18.0,14.6,10.2,17.8,11.2,1.9,1.2,-0.4,-0.6,-5.8,8.7,3.2,8.0,-6.6,6.4,7.4,10.2,5.6,3.1,3.3,-11.4,-21.9,29.7
2018-11,2.2,-7.4,0.5,-15.3,10.2,13.8,10.1,7.4,15.4,10.0,1.8,0.8,0.1,-0.7,-6.6,8.1,5.7,9.1,-6.6,5.3,6.6,7.9,6.7,0.1,0.7,-13.8,-24.8,34.1
2018-12,0.7,-7.0,2.6,-16.6,10.5,12.9,20.5,10.6,18.2,8.1,1.6,0.0,1.1,-1.0,-7.3,6.4,7.7,10.1,-8.4,6.3,6.6,8.3,5.2,-0.4,-2.0,-13.6,-26.7,31.1
2019-01,0.7,-8.6,0.6,-17.7,15.9,9.3,10.9,5.2,9.0,6.9,4.5,0.3,-0.5,-0.4,-5.8,6.3,8.0,7.5,-5.9,6.8,8.7,12.0,7.3,5.1,3.0,-14.7,-26.7,29.8
2019-02,2.4,-6.1,2.4,-14.6,26.1,7.4,-1.2,1.4,11.3,9.2,1.9,0.4,0.6,-0.2,-5.8,6.7,6.9,12.0,-7.6,7.1,10.1,12.7,10.4,5.8,0.2,-13.8,-28.0,30.1
2019-03,3.1,-5.6,2.8,-14.1,25.7,15.3,24.4,12.5,11.9,11.2,2.2,1.3,1.1,-1.0,-4.4,7.3,5.0,10.4,-7.9,6.4,8.7,10.1,9.7,4.7,-0.4,-12.2,-26.3,36.9
2019-04,9.1,-5.3,3.3,-14.0,25.8,13.4,20.1,10.6,11.5,13.5,1.7,0.8,2.5,-0.5,-5.5,7.2,5.8,12.4,-6.0,6.8,7.6,8.2,7.7,4.0,-0.4,-11.5,-21.4,33.8
2019-05,8.5,-4.7,1.9,-11.4,23.9,14.4,11.8,6.9,18.5,8.7,5.6,-0.3,2.0,0.2,-6.5,5.8,2.1,11.1,-7.4,8.9,8.0,5.2,9.8,4.9,1.3,-9.0,-20.3,38.9
2019-06,8.5,-6.7,-0.7,-12.6,19.3,9.8,17.5,8.6,15.9,5.7,1.5,-0.4,-0.4,-1.5,-5.5,2.9,4.0,10.2,-8.1,9.6,8.6,7.1,9.2,4.6,0.5,-6.7,-10.4,34.8
2019-07,8.9,-5.4,1.4,-12.2,16.0,12.4,20.8,10.4,12.9,8.7,2.0,-1.0,-0.6,-1.0,-6.6,2.7,0.6,8.7,-7.5,10.4,9.3,6.7,10.7,7.0,1.7,-5.3,-12.0,34.9
2019-08,3.4,-6.4,1.5,-14.3,12.0,12.7,10.9,6.2,11.0,9.5,5.0,-0.1,-0.8,-1.6,-7.1,5.1,-3.2,10.0,-5.3,10.3,8.7,8.9,6.9,4.7,1.2,-9.7,-20.9,40.7
2019-09,3.0,-4.9,2.8,-12.7,9.8,0.0,21.4,5.8,8.8,5.5,4.0,-0.1,-4.2,-1.0,-7.4,6.0,-1.0,7.3,-6.0,8.5,8.5,8.0,9.0,2.8,3.6,-9.4,-17.9,32.3
2019-10,2.5,-5.3,2.1,-12.7,6.9,8.9,5.5,4.3,16.8,8.5,1.5,0.3,-2.2,-1.1,-8.2,7.8,1.1,7.5,-9.3,6.2,6.9,8.1,6.3,1.7,2.4,-8.8,-17.8,34.5
2019-11,-1.1,-2.9,6.6,-12.4,6.9,8.5,17.9,8.2,15.2,5.5,1.9,0.6,-0.7,-1.0,-6.7,7.5,-0.5,6.4,-6.0,7.6,10.5,13.1,10.7,1.4,1.7,-8.6,-15.7,34.1
2019-12,-0.8,-3.7,6.0,-13.4,8.9,14.4,11.1,7.2,14.5,5.2,4.0,0.3,-1.6,-1.8,-6.5,5.8,4.4,8.1,-7.7,7.8,9.5,9.7,11.0,1.6,2.9,-6.4,-11.7,37.5
2020-01,-4.4,-3.4,5.9,-12.7,11.5,17.4,17.6,11.5,14.5,9.2,0.6,-1.0,-1.4,-2.6,-7.6,2.0,2.1,8.4,-8.2,9.4,9.7,6.1,13.4,4.0,2.1,-8.5,-15.3,30.6
2020-02,-5.7,-3.3,7.1,-13.8,13.5,23.3,16.2,12.7,10.4,7.8,1.5,-0.9,-1.0,-1.8,-7.7,3.2,1.9,7.9,-8.8,6.6,6.9,8.9,5.3,3.2,-2.5,-9.2,-16.7,35.0
2020-03,-4.9,-3.5,6.6,-13.6,14.8,7.6,23.6,10.3,6.5,5.4,0.2,-2.6,-1.6,0.0,-8.0,0.0,0.9,9.0,-11.9,4.2,3.6,-2.2,8.7,-0.3,-2.5,-11.9,-22.3,37.9
2020-04,-15.7,-46.5,-47.9,-45.0,-9.6,-65.0,-13.7,-27.5,-24.6,-34.5,3.8,-32.4,-41.2,-8.4,-28.7,-76.9,-30.1,0.3,-31.4,-31.9,-44.0,-63.9,-36.1,-37.0,-15.1,-30.0,-51.0,38.1
2020-05,-17.9,-32.7,-24.6,-40.8,4.6,-7.6,-57.1,-22.6,-8.1,1.2,2.9,-19.5,-27.7,-10.5,-39.5,-29.5,-60.2,4.4,-46.7,-40.1,-42.6,-37.3,-50.4,-14.6,-22.9,,,
2020-06,-18.5,-19.5,-7.3,-31.8,9.6,6.7,-48.5,-14.1,10.3,7.1,0.6,-9.8,-16.8,-9.0,-43.1,4.8,-66.4,5.6,-46.6,-42.9,-33.3,-3.2,-53.7,-5.8,-19.8,,,
2020-07,-17.3,-15.4,-2.6,-28.1,9.6,-1.3,-27.3,-10.0,12.3,5.0,1.6,-5.1,-13.1,-8.4,-33.6,10.0,-46.2,6.8,-37.2,-36.4,-28.0,-1.1,-46.5,-4.0,-15.2,,,
2020-08,-11.5,-12.2,-0.5,-23.9,9.1,5.7,-2.4,1.0,16.5,4.5,0.5,-4.5,-7.6,-7.0,-25.4,4.7,-19.0,6.5,-28.5,-28.0,-18.5,2.2,-29.7,-3.1,-10.1,,,
2020-09,-9.3,-10.2,1.3,-21.6,8.4,10.3,-8.8,0.5,14.3,8.5,0.1,-3.8,-5.4,-5.0,-21.2,4.9,1.8,5.7,-24.6,-20.1,-11.1,1.2,-14.4,-0.6,-6.0,,,
2020-10,-10.2,-8.6,4.0,-21.1,4.6,4.2,13.5,5.2,21.1,7.6,2.0,-4.4,-5.6,-4.9,-19.1,1.0,2.3,1.6,-21.0,-18.2,-13.1,-6.4,-14.5,-16.0,-3.7,,,
2020-11,-7.3,-10.5,0.1,-21.2,2.4,5.0,1.7,1.9,9.2,3.9,0.8,-5.3,-3.3,-6.1,-17.7,-4.4,5.3,3.8,-20.4,-20.1,-19.7,-18.8,-20.1,-18.5,-9.6,,,
2020-12,-8.6,-9.8,-0.2,-19.4,1.4,0.1,7.1,1.4,9.3,8.9,2.9,-3.9,-5.4,-5.5,-15.8,-1.5,2.2,6.6,-18.6,-18.8,-17.5,-10.1,-23.6,-6.0,-18.1,,,
2021-01,-4.3,-7.2,3.9,-18.4,10.1,9.3,-2.9,0.9,10.8,6.3,3.6,-1.4,-3.1,-4.9,-13.1,4.1,-0.1,7.6,-16.5,-18.2,-14.4,-7.2,-17.7,-3.2,-19.4,,,
2021-02,-4.9,-7.5,3.9,-19.0,13.9,15.6,19.9,10.7,6.6,13.2,3.5,-1.5,-2.3,-4.0,-12.4,4.1,0.6,7.4,-13.5,-12.8,-12.2,-10.8,-12.9,-11.0,-15.5,,,
2021-03,-3.5,-7.7,3.4,-18.8,16.7,7.1,8.7,4.7,12.2,5.9,1.5,-1.9,-1.8,-4.3,-12.8,2.8,0.4,8.5,-15.3,-10.6,-10.3,-7.1,-13.3,-1.0,-16.1,,,
2021-04,0.7,-8.0,2.5,-18.4,19.8,9.7,14.6,8.0,11.5,10.0,0.2,-1.9,-2.8,-4.8,-13.1,2.7,1.6,13.1,-13.7,-10.0,-9.0,-6.8,-10.2,-0.4,-13.4,,,
